NSN,Description,Unit of Measure,Total Quantity,Kit Count,Unit Price,Accountability Code,Source,Is Kit,Kit Membership
6505-CF-002-6302,VASOPRESSIN INJECTION 20 UNITS/ML 5ML VIAL,EA,10,1,91.58,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10"
6505-CF-002-6514,ACETAMINOPHEN 325 MG TAB/CAP,EA,2000,1,0.02,C,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x2000"
6505-CF-002-7090,METOPROLOL TARTRATE 25MG,EA,200,1,0.06,D,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x200"
6505-CF-002-7108,OXYCODONE HCL 10MG IR,EA,60,1,0.42,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x60"
6505-CF-002-7120,ERYTHROMYCIN OPHT 5MG/G,TU,12,1,22.72,D,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x12"
6505-CF-002-7688,"MOXIFLOXACIN 400MG, 100 TABLETS",EA,90,1,0.76,D,WHSE,,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x90"
6505-CF-002-7857,DEX 50% INJ PRE-SYR 50ML,EA,5,2,38.12,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6505-CF-002-8123,ASA 81MG CHEW TABS,BT,3,2,9.5,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2; KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x1"
6505-CF-002-8505,"GEL, GLUCOSE, DIETARY, 15G OF d-GLUCOSE, FRUIT PUNCH FLAVOUR",TU,4,1,2.97,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x4"
6505-CF-002-8629,"LIDOCAINE HCL 2%, 20MG/ML, INJECTION, PREFILLED SYRINGE WITH SAFETY NEEDLE",EA,3,1,38.12,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3"
6505-CF-002-8648,"ATROPINE SULFATE PREFILL SYRINGE 1MG, 10ML",EA,6,1,37.64,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x6"
6505-CF-002-8672,ANTIDOTE TMT KIT CYANIDE 5G,KT,5,1,931.56,D,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x5"
6505-CF-002-8875,"SELENIUM SULFIDE, LOTION, 2.5%, 200ML TO 250ML BOTTLE",BT,12,1,11.2,C,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x12"
6505-CF-002-8890,"EMTRICITABINE 200MG/TENOFOVIR 300MG, TABLET",EA,30,1,1.05,D,WHSE,,TREATMENT KIT HIV POST-EXPOSURE PROPHYLAXIS (6545-21-920-2280) x30
6505-CF-002-8891,"RALTEGRAVIR POTASSIUM 400MG, TABLET",EA,60,1,14.03,D,WHSE,,TREATMENT KIT HIV POST-EXPOSURE PROPHYLAXIS (6545-21-920-2280) x60
6505-CF-002-9243,"DICLOFENAC DIETHYLAMINE, 1.16%, GEL, 120GM",EA,4,1,13.25,C,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x4"
6505-CF-002-9245,"FLUORESCEIN SODIUM 2% OPHTHALMIC DROPS, 20 x 0.5ML",EA,50,2,3.02,C,WHSE,,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x10; TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x40"
6505-CF-002-9370,TETRACAINE HCL OPHTHALMIC 1% SOLUTION 0.5ML,EA,50,2,2.83,C,WHSE,,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x10; TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x40"
6505-CF-002-9861,ADENOSINE INJECTION 3MG/ML 4ML PRE-FILL SYRINGE,EA,5,1,125.11,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5"
6505-CF-003-0096,"ONDANSETRON, INJECTION, 2MG/ML, 2ML VIAL",VI,10,1,11.48,D,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x10"
6505-CF-005-0187,ELECTROLYTE POWDER 4.9G,EA,8,1,0.9,C,WHSE,,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x8"
6505-CF-005-0252,"ANTIACID 200 MG ALUMINUM HYDROXIDE DRIED GEL/200 MG MAGNESIUM HYDROXIDE & ANTIFLATULENT SIMETHICONE 25 MG, CHEWABLE TABLET",BX,49,2,9.53,C,WHSE,,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x1; TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x48"
6505-CF-005-0253,"GLUCAGON, DRY POWDER, NASAL, 3MG PER SINGLE-USE DEVICE",EA,6,2,160.22,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x4; KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x2"
6505-CF-005-0503,"FENTANYL CITRATE, 800 MCG, COMPRESSED LOZENGE, CYNRIL",EA,12,2,49.88,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10; KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x2"
6505-CF-005-0529,METHOXYFLURANE LIQ W/DEV 99.9% INHALATION,EA,10,1,58.35,C,WHSE,,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP (6545-20-A0U-8754) x10"
6505-CF-005-0634,"EPINEPHRINE, 0.1MG/ML, ADULT, 10ML PREFILL SYRINGE, WITHOUT NEEDLE",EA,12,2,38.06,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6510-00-203-4510,TAPE ADHES 5CM X 4.5M,SL,4,1,3.06,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4"
6510-00-786-3736,PAD ISOPROPYL ALCOHOL,BX,6.55,4,2.07,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x0.05; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x0.5"
6510-01-344-1119,TAPE WHITE 2.5CM X 9.0M,RO,37,2,1.06,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x35; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6510-01-448-8519,TAPE CAST FIBERGLAS 4 IN,RO,5,1,10.29,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x5"
6510-01-503-2117,"GAUZE COMPRESSED 4.5""(11.4CM)",EA,25,2,5.69,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x21; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x4"
6510-01-532-8930,BANDAGE ABD TRAUMA CINCH,EA,8,1,13.87,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x8"
6510-01-540-6484,"BANDAGE HARD CMPRSSN ""H""",EA,5,1,10.5,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x5"
6510-01-558-3342,DRSSNG MODULAR 4IN NLTX,EA,188,5,11.76,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x100; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x3; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x53; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x30; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6510-01-558-3443,DRSSNG MODULAR 6IN(15CM) NLTX,EA,342,4,13.44,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x10; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x300; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x30; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6510-01-562-3325,GAUZE HEMOSTATIC 7.5CM,EA,85,4,56.33,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x40; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x40; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6510-01-586-4314,BANDAGE TRAUMA 20IN X 20IN(50.8CM X 50.8CM),EA,5,2,15.03,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4"
6510-01-621-1129,"DRESSING, CHEST WOUND SEAL, NON-VALVED",PG,7,4,36.59,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x2; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6510-01-658-7745,CHEST SEAL W/VALVE 2.0 NO PAD OR CAP,EA,18,3,31.82,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x2; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x13; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x3"
6510-20-002-1149,"TAPE ADHES SOFT BACK 12""(30CM)",RO,1,1,64.78,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6510-20-012-5182,"DRESSING RETAINER, TUBULAR, ELASTIC, LATEX-FREE. SMALL HAND ARM LEG FOOT. 25 YD(22.8M)/ROLL. SZ 2",BX,4,1,9.23,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x4"
6510-20-012-5185,"DRESSING RETAINER, TUBULAR, ELASTIC, LATEX-FREE. SMALL HEAD SHOULDER THIGH. 25 YD(22.8M)/ROLL. SZ 5",BX,2,1,18.11,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x2"
6510-20-013-4808,"DRESSING, ADHESIVE, NON-STERILE, BREATHABLE",BX,11,2,29.53,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x10; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-116-0140,APPLICATOR TUBULAR NO.0,EA,1,1,36.11,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x1"
6510-21-116-0141,APPLICATOR TUBULAR NO.1,EA,2,2,39.24,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-116-0142,APPLICATOR TUBULAR NO.2,EA,2,2,43.16,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-116-0149,BANDAGE TENSOR 6IN X5YDS,EA,15,2,1.01,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x12; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x3"
6510-21-116-0150,BANDAGE CREPE 3IN X 5YDS,EA,12,1,3.78,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x12"
6510-21-116-0151,BANDAGE CREPE 4IN X 5YDS,EA,36,1,6.65,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x36"
6510-21-116-0152,BANDAGE CREPE 6IN X 5YDS,EA,36,1,9.34,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x36"
6510-21-116-0154,"BANDAGE ELASTIC ADHESIVE BACK 7.5CM X 4.6M ROLLED, SKIN COLOUR, ONE SIDE COATED WITH ADHESIVE BACKING",EA,7,2,9.58,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x6"
6510-21-116-0177,BANDAGE GZ TUB 1.6CMX20M,EA,4,2,6.24,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6510-21-116-0178,BANDAGE GAUZE TUBULAR 2.5CM W X 20M LG WHITE NONSTERILE W/O APPLICATOR ROLLED FORM IN DISPENSING PACKAGE (SIZE 2),EA,4,2,6.76,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6510-21-116-0179,BANDAGE TRIANGLE KHAKI,PG,1106,4,1.95,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x800; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x300; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x4"
6510-21-116-0202,PAD NONADHERENT 7.5X10CM,EA,184,4,0.11,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x144; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x10; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x25; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x5"
6510-21-116-0204,PAD NONADHERENT 7.5X20CM,EA,24,1,0.2,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x24"
6510-21-116-0209,GAUZE ABSORBENT STERILE,BT,1,1,3.62,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x1"
6510-21-116-0224,PAD ABDOMINAL (18M) ROLL,RO,3,1,28.06,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x3"
6510-21-845-2189,PAD COTTON (EYE) OVAL,EA,58,3,0.16,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x48; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x6; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x4"
6510-21-845-2199,BANDAGE GZ WHITE 2IN WD,RO,48,1,2.26,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x48"
6510-21-845-2200,"BANDAGE, STRETCH GAUZE, WHITE 7.6CM W X 4.5M LG, ROLL, NONSTERILE, LATEX-FREE",RO,12,1,0.2,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x12"
6510-21-845-2201,BANDGE GZ WHITE 4IN X5YD,EA,84,2,0.66,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x72; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x12"
6510-21-845-2238,BANDAID 25'S,PG,1,1,1.07,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6510-21-845-2239,BANDAGE 100'S,BX,26,3,2,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x24; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-846-1217,TAPE X-RAY TRANSPARENT,SL,6,1,1.19,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x6"
6510-21-846-1218,TAPE ADH WHITE 2.5CMX9M,SL,61,3,1.53,C,WHSE,,"FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x12; TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x48"
6510-21-847-0244,REMOVER ADH TAPE 500ML,BT,2,1,11.37,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x2"
6510-21-849-8650,BANDAGE KNUCKLE 3X7CM(L),BX,3.41,3,17.05,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x3; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x0.25; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x0.16"
6510-21-851-4200,BANDAGE COMPRESS 4 X 4IN,EA,9,3,0.34,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x3; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x3; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x3"
6510-21-860-8463,SKIN CLOSURE 3 X 75MM,BX,2,2,43.27,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1; TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6510-21-860-8464,SKIN CLOSURE 6 X 75MM,BX,4.1,5,44.55,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x1; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x0.1; TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6510-21-860-8466,SKIN CLOSURE 12 X 100MM,BX,1,1,68.73,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6510-21-890-0883,SPONGE 4-P STER 10X10CM,PG,563,4,0.1,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x500; KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x3; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x50; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x10"
6510-21-891-0089,SPONGE SURG 4PLY 5 X 5CM,PG,1,1,1.24,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-891-0091,SPONGE 4-P N-ST 10X10CM,PG,25,2,4.83,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x24; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-893-3536,BANDAGE (FILM) 6 X 7.5CM,BX,2,1,23.46,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6510-21-893-3537,BANDAGE (FILM) 10 X 12CM,BX,0.08,1,50.99,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x0.08"
6510-21-899-4381,"DRESSING 3"" GEL PAD",JR,3,1,48.36,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x3"
6510-21-899-4382,DRESSING BLISTER KIT,PG,1,1,11.33,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6510-21-903-0018,DRESSNG CHLORHX 4 X 4IN,BX,12,1,14.22,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x12"
6510-21-907-7261,SPONGE ( 8-P)5 X 5CM,PG,35,2,0.04,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x25; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x10"
6510-21-907-7341,SPONGE 8-P N-ST 7X 7CM,PG,1,1,3.27,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-909-0875,"BANDAGE, POST-OP, ADHESIVE, HIGHLY ABSORBENT, NON-STICK, WATERPROOF WITH BACTERIAL BARRIER, 15.5CM X 8.5CM",BX,1,1,54.58,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-21-912-7057,TAMPON SANITARY W/O APPLICATOR SUPER,EA,52,2,0.23,C,WHSE,,TRANSIT UNIT MEDICAL SPECIMEN FATAL ACCIDENT (6545-21-912-4986) x36; TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT (6545-21-912-4985) x16
6510-21-913-9494,DRESSING MEPORE 9 X 10CM,BX,2,1,22.5,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x2"
6510-21-914-4733,DRESSING MEPORE 7CM X 5M,RO,4,1,9.3,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x4"
6510-25-125-9106,DRESSING MEPORE 9 X 20CM,EA,3,1,0.76,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x3"
6510-CF-001-7793,DRESSING STRIP 4CM X 5M,EA,12,3,17.64,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x10; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6510-CF-001-9229,PAD ABDOMINAL 8IN X 10IN,BX,4,1,7.85,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4"
